id,from,to,cost,nodes
0,1187045165,1187044390,31.83508795342161,"[u'1187045165', u'1187044390']"
1,1187044390,1187045165,31.835087953218682,"[u'1187044390', u'1187045165']"
2,1187044733,1797222842,18.420551085904275,"[u'1187044733', u'1797222842']"
3,1797222842,1187044733,18.42055108595995,"[u'1797222842', u'1187044733']"
4,1797222842,1187044863,223.38589799983626,"[u'1797222842', u'1187045164', u'1187044863']"
5,1187044863,1797222842,223.38589799962506,"[u'1187044863', u'1187045164', u'1797222842']"
6,1187044978,1187061183,289.2649347323978,"[u'1187044978', u'1187044726', u'1187061162', u'1187061194', u'1187061253', u'1187061223', u'1187061183']"
7,1187061183,1187044978,289.2649347326044,"[u'1187061183', u'1187061223', u'1187061253', u'1187061194', u'1187061162', u'1187044726', u'1187044978']"
8,1187061183,1187061255,531.323912816421,"[u'1187061183', u'1187061211', u'1187061243', u'1187061184', u'1187061149', u'1187061210', u'1187061174', u'1187061221', u'1187061161', u'1187061181', u'1187061236', u'3459182336', u'1187061255']"
9,1187061255,1187061183,531.3239128161333,"[u'1187061255', u'3459182336', u'1187061236', u'1187061181', u'1187061161', u'1187061221', u'1187061174', u'1187061210', u'1187061149', u'1187061184', u'1187061243', u'1187061211', u'1187061183']"
10,1187044372,1187044733,753.921554304838,"[u'1187044372', u'1187044733']"
11,1187044733,1187044372,753.9215543047433,"[u'1187044733', u'1187044372']"
12,1187045195,1187044749,163.4051291671678,"[u'1187045195', u'1187044507', u'1187044881', u'1751008985', u'1187044749']"
13,1187044749,1187045195,163.40512916733596,"[u'1187044749', u'1751008985', u'1187044881', u'1187044507', u'1187045195']"
14,1187044749,1187044372,11.341664495574877,"[u'1187044749', u'1187044372']"
15,1187044372,1187044749,11.341664495855746,"[u'1187044372', u'1187044749']"
16,1187044863,1187044978,32.41975175145253,"[u'1187044863', u'1187044978']"
17,1187044978,1187044863,32.419751751340634,"[u'1187044978', u'1187044863']"
18,1187044987,499158786,165.0709389198688,"[u'1187044987', u'1751008982', u'1187045087', u'1187044775', u'499158786']"
19,499158786,1187044987,165.0709389195345,"[u'499158786', u'1187044775', u'1187045087', u'1751008982', u'1187044987']"
20,499158740,499158759,369.36750677085297,"[u'499158740', u'1187061213', u'499158746', u'1187061157', u'1187061177', u'499158754', u'1187061201', u'1187061232', u'499158759']"
21,499158759,499158740,369.3675067708423,"[u'499158759', u'1187061232', u'1187061201', u'499158754', u'1187061177', u'1187061157', u'499158746', u'1187061213', u'499158740']"
22,1187044372,499158783,18.169385581461523,"[u'1187044372', u'499158783']"
23,499158783,1187044372,18.16938558169964,"[u'499158783', u'1187044372']"
24,499158783,1455069223,210.13676495263815,"[u'499158783', u'1827278615', u'1455069223']"
25,1455069223,499158783,210.13676495241998,"[u'1455069223', u'1827278615', u'499158783']"
26,1455069223,1246570944,101.13574538585937,"[u'1455069223', u'1827278612', u'1246570944']"
27,1246570944,1455069223,101.13574538609979,"[u'1246570944', u'1827278612', u'1455069223']"
28,1246571058,1246571008,28.678305646090806,"[u'1246571058', u'1246571008']"
29,1246571008,1246571058,28.678305646211935,"[u'1246571008', u'1246571058']"
30,368906068,1246570865,20.86592395879044,"[u'368906068', u'1246570865']"
31,1246570865,368906068,20.865923958842757,"[u'1246570865', u'368906068']"
32,1246571050,1246570826,690.7820048008169,"[u'1246571050', u'1246571093', u'1246571073', u'1246570965', u'1246570863', u'1246570826']"
33,1246570826,1246571050,690.7820048008839,"[u'1246570826', u'1246570863', u'1246570965', u'1246571073', u'1246571093', u'1246571050']"
34,1246570930,2614586200,321.7611335277986,"[u'1246570930', u'1246571007', u'1246570893', u'1246570976', u'625789927', u'2614586200']"
35,2614586200,1246570930,321.7611335275938,"[u'2614586200', u'625789927', u'1246570976', u'1246570893', u'1246571007', u'1246570930']"
36,2614586200,1246571058,362.77523921472505,"[u'2614586200', u'1246571058']"
37,1246571058,2614586200,362.7752392147095,"[u'1246571058', u'2614586200']"
38,1246570903,1759598037,469.27672916230176,"[u'1246570903', u'1246570858', u'1246571066', u'1246570952', u'1246571027', u'1246570998', u'1246570817', u'1246570985', u'3880367468', u'1246571019', u'1246570905', u'1759598037']"
39,1759598037,1246570903,469.2767291621496,"[u'1759598037', u'1246570905', u'1246571019', u'3880367468', u'1246570985', u'1246570817', u'1246570998', u'1246571027', u'1246570952', u'1246571066', u'1246570858', u'1246570903']"
40,1759598037,1246570915,76.24293265461017,"[u'1759598037', u'1246570915']"
41,1246570915,1759598037,76.24293265494963,"[u'1246570915', u'1759598037']"
42,1246570865,1759597941,73.23043135885563,"[u'1246570865', u'1759597941']"
43,1759597941,1246570865,73.2304313592434,"[u'1759597941', u'1246570865']"
44,1759597941,1246570803,471.5866245337675,"[u'1759597941', u'625789923', u'1246570910', u'3880367467', u'1246570883', u'1246571082', u'1246571065', u'1246571088', u'1246570853', u'625789925', u'1246570803']"
45,1246570803,1759597941,471.58662453423483,"[u'1246570803', u'625789925', u'1246570853', u'1246571088', u'1246571065', u'1246571082', u'1246570883', u'3880367467', u'1246570910', u'625789923', u'1759597941']"
46,1246570891,1246571050,27.78324206485002,"[u'1246570891', u'1246571050']"
47,1246571050,1246570891,27.78324206502031,"[u'1246571050', u'1246570891']"
48,1246570915,1246570837,20.617532157433033,"[u'1246570915', u'1246570837']"
49,1246570837,1246570915,20.617532157968505,"[u'1246570837', u'1246570915']"
50,1246570837,1759597726,223.81427392598218,"[u'1246570837', u'1759597726']"
51,1759597726,1246570837,223.81427392579292,"[u'1759597726', u'1246570837']"
52,1759597726,3459234286,14.27427563347506,"[u'1759597726', u'3459234286']"
53,3459234286,1759597726,14.274275633066843,"[u'3459234286', u'1759597726']"
54,3459234286,1246570875,230.07896327790834,"[u'3459234286', u'1246570875']"
55,1246570875,3459234286,230.07896327787054,"[u'1246570875', u'3459234286']"
56,1246570803,1246570930,24.53495530816065,"[u'1246570803', u'1246570930']"
57,1246570930,1246570803,24.534955308565344,"[u'1246570930', u'1246570803']"
58,1246570947,3459234288,229.52129744069728,"[u'1246570947', u'3459234288']"
59,3459234288,1246570947,229.52129744079463,"[u'3459234288', u'1246570947']"
60,3459234288,1759597674,14.733769171844651,"[u'3459234288', u'1759597674']"
61,1759597674,3459234288,14.733769171748603,"[u'1759597674', u'3459234288']"
62,1759597674,368906068,224.41788637885017,"[u'1759597674', u'368906068']"
63,368906068,1759597674,224.41788637881731,"[u'368906068', u'1759597674']"
64,1187044987,1187044749,18.237649014964898,"[u'1187044987', u'1187044749']"
65,1187044749,1187044987,18.237649014783734,"[u'1187044749', u'1187044987']"
66,1187044749,1246570891,105.79961213658775,"[u'1187044749', u'1246570891']"
67,1246570891,1187044749,105.79961213683178,"[u'1246570891', u'1187044749']"
68,1246570826,1246570903,23.189546701340998,"[u'1246570826', u'1246570903']"
69,1246570903,1246570826,23.189546701469485,"[u'1246570903', u'1246570826']"
70,1455057526,1455069224,481.3678016106096,"[u'1455057526', u'1455057529', u'1455057530', u'1455057533', u'1455057540', u'1455057542', u'1455057543', u'1827278617', u'1455069224']"
71,1455069224,1455057526,481.36780161102314,"[u'1455069224', u'1827278617', u'1455057543', u'1455057542', u'1455057540', u'1455057533', u'1455057530', u'1455057529', u'1455057526']"
72,1455069224,1455069223,583.8234378982205,"[u'1455069224', u'1455069223']"
73,1455069223,1455069224,583.8234378981796,"[u'1455069223', u'1455069224']"
74,1455069215,1455069217,39.19664917770683,"[u'1455069215', u'1455069216', u'1455069217']"
75,1455069217,1455069215,39.196649177690986,"[u'1455069217', u'1455069216', u'1455069215']"
76,1455069217,1455069224,212.8161630914674,"[u'1455069217', u'1455069218', u'1455069220', u'1455069221', u'1455069222', u'1455069224']"
77,1455069224,1455069217,212.81616309150422,"[u'1455069224', u'1455069222', u'1455069221', u'1455069220', u'1455069218', u'1455069217']"
78,1455069190,1455069215,884.508158921262,"[u'1455069190', u'1455069192', u'1455069193', u'1455069194', u'1455069195', u'1455069196', u'1455069197', u'1827278599', u'1827278608', u'1827278610', u'1455069198', u'1827287143', u'1455069199', u'1455069200', u'1455069201', u'1455069202', u'1455069203', u'1455069204', u'1455069205', u'1455069207', u'1455069208', u'1455069209', u'1455069210', u'1455069211', u'1455069212', u'1455069213', u'1455069214', u'1455069215']"
79,1455069215,1455069190,884.5081589214208,"[u'1455069215', u'1455069214', u'1455069213', u'1455069212', u'1455069211', u'1455069210', u'1455069209', u'1455069208', u'1455069207', u'1455069205', u'1455069204', u'1455069203', u'1455069202', u'1455069201', u'1455069200', u'1455069199', u'1827287143', u'1455069198', u'1827278610', u'1827278608', u'1827278599', u'1455069197', u'1455069196', u'1455069195', u'1455069194', u'1455069193', u'1455069192', u'1455069190']"
80,1486844876,1486844864,54.629160138449635,"[u'1486844876', u'1486844873', u'1486844870', u'1486844869', u'1486844864']"
81,1486844864,1486844876,54.62916013849697,"[u'1486844864', u'1486844869', u'1486844870', u'1486844873', u'1486844876']"
82,1486844864,1486844838,67.38273800981605,"[u'1486844864', u'1486844854', u'1486844850', u'1486844846', u'1486844845', u'1486844838']"
83,1486844838,1486844864,67.38273801002765,"[u'1486844838', u'1486844845', u'1486844846', u'1486844850', u'1486844854', u'1486844864']"
84,1486844838,1486844841,47.915815552832555,"[u'1486844838', u'1486844841']"
85,1486844841,1486844838,47.9158155528377,"[u'1486844841', u'1486844838']"
86,1486844894,1486844886,74.65505805480346,"[u'1486844894', u'1486844891', u'1486844890', u'1486844888', u'1486844889', u'1486844886']"
87,1486844886,1486844894,74.6550580547772,"[u'1486844886', u'1486844889', u'1486844888', u'1486844890', u'1486844891', u'1486844894']"
88,1486844886,1486844864,169.85215243829225,"[u'1486844886', u'1486844885', u'1486844883', u'1486844878', u'1487361101', u'1486844872', u'1486844867', u'1486844865', u'1486844862', u'1486844857', u'1486844855', u'1486844858', u'1486844864']"
89,1486844864,1486844886,169.8521524383036,"[u'1486844864', u'1486844858', u'1486844855', u'1486844857', u'1486844862', u'1486844865', u'1486844867', u'1486844872', u'1487361101', u'1486844878', u'1486844883', u'1486844885', u'1486844886']"
90,1486844864,1487351340,76.46145991712521,"[u'1486844864', u'1487351338', u'1487351340']"
91,1487351340,1486844864,76.46145991733492,"[u'1487351340', u'1487351338', u'1486844864']"
92,1486844896,1486844886,42.51835428664576,"[u'1486844896', u'1486844895', u'1486844886']"
93,1486844886,1486844896,42.51835428673485,"[u'1486844886', u'1486844895', u'1486844896']"
94,1486844886,1486844830,202.6978058557039,"[u'1486844886', u'1486844884', u'1486844880', u'1486844877', u'1486844875', u'1486844871', u'1486844866', u'1486844859', u'1486844853', u'1486844852', u'1486844847', u'1486844844', u'1486844843', u'1486844842', u'1486844836', u'1486844830']"
95,1486844830,1486844886,202.69780585534875,"[u'1486844830', u'1486844836', u'1486844842', u'1486844843', u'1486844844', u'1486844847', u'1486844852', u'1486844853', u'1486844859', u'1486844866', u'1486844871', u'1486844875', u'1486844877', u'1486844880', u'1486844884', u'1486844886']"
96,1486844830,1486844820,60.29570708723571,"[u'1486844830', u'1486844826', u'1486844825', u'1486844824', u'1486844823', u'1486844821', u'1486844820']"
97,1486844820,1486844830,60.295707087092694,"[u'1486844820', u'1486844821', u'1486844823', u'1486844824', u'1486844825', u'1486844826', u'1486844830']"
98,1486844830,1486844838,66.78551605106749,"[u'1486844830', u'1486844831', u'1486844832', u'1486844833', u'1486844835', u'1486844837', u'1486844838']"
99,1486844838,1486844830,66.78551605094029,"[u'1486844838', u'1486844837', u'1486844835', u'1486844833', u'1486844832', u'1486844831', u'1486844830']"
100,2696131839,1486922518,5.552860078485587,"[u'2696131839', u'1486922518']"
101,1486922518,2696131839,5.552860078643429,"[u'1486922518', u'2696131839']"
102,1486922518,1486922515,32.81209918114028,"[u'1486922518', u'1486922519', u'1486922517', u'2696131837', u'1486922515']"
103,1486922515,1486922518,32.812099181185644,"[u'1486922515', u'2696131837', u'1486922517', u'1486922519', u'1486922518']"
104,1486922515,1486922512,8.981585757031635,"[u'1486922515', u'1486922514', u'1486922512']"
105,1486922512,1486922515,8.98158575694297,"[u'1486922512', u'1486922514', u'1486922515']"
106,1486922512,1486922510,10.544375346029568,"[u'1486922512', u'2696131838', u'1486922510']"
107,1486922510,1486922512,10.54437534596268,"[u'1486922510', u'2696131838', u'1486922512']"
108,1486922510,1486922500,41.03151358597254,"[u'1486922510', u'1486922508', u'1486922506', u'1486922502', u'1486922501', u'1486922500']"
109,1486922500,1486922510,41.03151358584147,"[u'1486922500', u'1486922501', u'1486922502', u'1486922506', u'1486922508', u'1486922510']"
110,1486922500,1486922505,18.251644412531036,"[u'1486922500', u'1486922503', u'1486922504', u'1486922505']"
111,1486922505,1486922500,18.251644412567522,"[u'1486922505', u'1486922504', u'1486922503', u'1486922500']"
112,1486922505,1487328537,8.8854133677503,"[u'1486922505', u'1487328537']"
113,1487328537,1486922505,8.885413367691953,"[u'1487328537', u'1486922505']"
114,1487328537,1486922516,30.311403811334355,"[u'1487328537', u'1486922509', u'1486922511', u'1486922513', u'1486922516']"
115,1486922516,1487328537,30.31140381129234,"[u'1486922516', u'1486922513', u'1486922511', u'1486922509', u'1487328537']"
116,1486922516,2696131839,5.554984653629894,"[u'1486922516', u'2696131839']"
117,2696131839,1486922516,5.554984653829176,"[u'2696131839', u'1486922516']"
118,1759597996,1486922498,100.49674726788967,"[u'1759597996', u'1486922498']"
119,1486922498,1759597996,100.4967472678852,"[u'1486922498', u'1759597996']"
120,1486922510,1487066351,139.08658684064466,"[u'1486922510', u'1487066351']"
121,1487066351,1486922510,139.08658684057187,"[u'1487066351', u'1486922510']"
122,1759597882,1759597855,266.8334177881791,"[u'1759597882', u'1759597815', u'1759597817', u'1759597665', u'1759597895', u'1759597583', u'1759597719', u'1759597676', u'1759597902', u'1759598199', u'1759597862', u'1759597504', u'1759597533', u'1759597774', u'1759597855']"
123,1759597855,1759597882,266.8334177887035,"[u'1759597855', u'1759597774', u'1759597533', u'1759597504', u'1759597862', u'1759598199', u'1759597902', u'1759597676', u'1759597719', u'1759597583', u'1759597895', u'1759597665', u'1759597817', u'1759597815', u'1759597882']"
124,1487066351,1487066347,34.428319480719615,"[u'1487066351', u'1487066347']"
125,1487066347,1487066351,34.42831948080039,"[u'1487066347', u'1487066351']"
126,1487066340,1487066349,33.92120299369009,"[u'1487066340', u'1487066349']"
127,1487066349,1487066340,33.92120299356741,"[u'1487066349', u'1487066340']"
128,1487066349,1486922500,134.9286234665214,"[u'1487066349', u'1486922500']"
129,1486922500,1487066349,134.92862346634703,"[u'1486922500', u'1487066349']"
130,1487066347,1486922499,11.578097709113438,"[u'1487066347', u'1486922499']"
131,1486922499,1487066347,11.57809770907027,"[u'1486922499', u'1487066347']"
132,1486844820,1487314710,15.761612665271715,"[u'1486844820', u'1487314710']"
133,1487314710,1486844820,15.761612665317466,"[u'1487314710', u'1486844820']"
134,1487328508,1487328535,472.291010032719,"[u'1487328508', u'1487328512', u'1487328516', u'1487328518', u'1487328522', u'3879213219', u'1487328524', u'1487328530', u'1487328532', u'1487328535']"
135,1487328535,1487328508,472.2910100325204,"[u'1487328535', u'1487328532', u'1487328530', u'1487328524', u'3879213219', u'1487328522', u'1487328518', u'1487328516', u'1487328512', u'1487328508']"
136,1487328535,2717928771,90.12857262360542,"[u'1487328535', u'2717928771']"
137,2717928771,1487328535,90.12857262355364,"[u'2717928771', u'1487328535']"
138,2717928771,1487328537,228.7800190871949,"[u'2717928771', u'1487328537']"
139,1487328537,2717928771,228.78001908711272,"[u'1487328537', u'2717928771']"
140,1486922505,1487328534,318.1328176860615,"[u'1486922505', u'1487328534']"
141,1487328534,1486922505,318.13281768600365,"[u'1487328534', u'1486922505']"
142,1487328534,1487328506,464.9943812156712,"[u'1487328534', u'1487328531', u'1487328529', u'1487328523', u'1487328520', u'1487328517', u'1487328515', u'1487328511', u'1487328506']"
143,1487328506,1487328534,464.9943812162167,"[u'1487328506', u'1487328511', u'1487328515', u'1487328517', u'1487328520', u'1487328523', u'1487328529', u'1487328531', u'1487328534']"
144,1487328534,1487328535,8.579109414958443,"[u'1487328534', u'1487328535']"
145,1487328535,1487328534,8.579109414713544,"[u'1487328535', u'1487328534']"
146,1487328535,1759597845,123.01893705502756,"[u'1487328535', u'1759597845']"
147,1759597845,1487328535,123.01893705487423,"[u'1759597845', u'1487328535']"
148,1759597845,1759598228,321.99370401823865,"[u'1759597845', u'1759597600', u'1759597569', u'1759597745', u'3881263993', u'1759597724', u'1759598135', u'1759597629', u'1759597556', u'1759598228']"
149,1759598228,1759597845,321.9937040191733,"[u'1759598228', u'1759597556', u'1759597629', u'1759598135', u'1759597724', u'3881263993', u'1759597745', u'1759597569', u'1759597600', u'1759597845']"
150,1487328534,1486844841,80.55140166922045,"[u'1487328534', u'1487328526', u'1487328525', u'1486844841']"
151,1486844841,1487328534,80.5514016691269,"[u'1486844841', u'1487328525', u'1487328526', u'1487328534']"
152,1486844841,3878436153,70.32588973942052,"[u'1486844841', u'1487328519', u'1487328514', u'3878436153']"
153,3878436153,1486844841,70.32588974031405,"[u'3878436153', u'1487328514', u'1487328519', u'1486844841']"
154,3878436153,1487328510,13.083261811877726,"[u'3878436153', u'1487328510']"
155,1487328510,3878436153,13.08326181166198,"[u'1487328510', u'3878436153']"
156,1759597855,1759597581,27.639527475798904,"[u'1759597855', u'1759597581']"
157,1759597581,1759597855,27.63952747582565,"[u'1759597581', u'1759597855']"
158,1759597889,1759597969,115.53130266526395,"[u'1759597889', u'1759598071', u'1797222870', u'1759597543', u'1759598106', u'1759598188', u'1759598019', u'1759597969']"
159,1759597969,1759597889,115.53130266505853,"[u'1759597969', u'1759598019', u'1759598188', u'1759598106', u'1759597543', u'1797222870', u'1759598071', u'1759597889']"
160,1759597781,2703797224,14.827550993566057,"[u'1759597781', u'2717862503', u'2703797224']"
161,2703797224,1759597781,14.82755099383672,"[u'2703797224', u'2717862503', u'1759597781']"
162,2703797224,1759598245,120.1712453920032,"[u'2703797224', u'1759597741', u'2717862461', u'1759598086', u'1759598245']"
163,1759598245,2703797224,120.17124539224498,"[u'1759598245', u'1759598086', u'2717862461', u'1759597741', u'2703797224']"
164,1759598245,1759597624,155.77211757120293,"[u'1759598245', u'1759597834', u'1759597624']"
165,1759597624,1759598245,155.77211757123285,"[u'1759597624', u'1759597834', u'1759598245']"
166,1759597624,1759597669,125.06115044922619,"[u'1759597624', u'1759597669']"
167,1759597669,1759597624,125.06115044914657,"[u'1759597669', u'1759597624']"
168,1759597836,1759597965,347.43060430710364,"[u'1759597836', u'1759597810', u'1759597630', u'1759597585', u'1759597965']"
169,1759597965,1759597836,347.4306043069097,"[u'1759597965', u'1759597585', u'1759597630', u'1759597810', u'1759597836']"
170,1759597965,1759597953,10.618466353002898,"[u'1759597965', u'1759597953']"
171,1759597953,1759597965,10.618466353035265,"[u'1759597953', u'1759597965']"
172,1759597953,1759597969,97.10479616695625,"[u'1759597953', u'1759598080', u'1759597967', u'1759597969']"
173,1759597969,1759597953,97.10479616712122,"[u'1759597969', u'1759597967', u'1759598080', u'1759597953']"
174,1759597969,3878436152,655.4753283694637,"[u'1759597969', u'1797222872', u'1759597853', u'1797222874', u'1759597573', u'1759597589', u'1759597775', u'1759597847', u'1759597506', u'1797222871', u'1759598191', u'1759597910', u'1759598115', u'1759597991', u'1759598004', u'1759597984', u'1759597632', u'1759598097', u'3729481563', u'3878436152']"
175,3878436152,1759597969,655.4753283695442,"[u'3878436152', u'3729481563', u'1759598097', u'1759597632', u'1759597984', u'1759598004', u'1759597991', u'1759598115', u'1759597910', u'1759598191', u'1797222871', u'1759597506', u'1759597847', u'1759597775', u'1759597589', u'1759597573', u'1797222874', u'1759597853', u'1797222872', u'1759597969']"
176,3878436152,1759597663,74.42267590131418,"[u'3878436152', u'1759597510', u'1759597631', u'1759597663']"
177,1759597663,3878436152,74.42267590136974,"[u'1759597663', u'1759597631', u'1759597510', u'3878436152']"
178,1759597663,1759597722,271.6848222892291,"[u'1759597663', u'1759597524', u'1759597735', u'1797189481', u'1759598160', u'1797189474', u'1759597722']"
179,1759597722,1759597663,271.68482228931066,"[u'1759597722', u'1797189474', u'1759598160', u'1797189481', u'1759597735', u'1759597524', u'1759597663']"
